"ID","Name","LocalizedName","ID","AttachPoint","TargetIds","AppType","Property","Val1","Val2","Enchantment","Curve"
"","","","003129d6","","","Add","Keywords","0009982f / AnimsLaserReceiverStandard_OBSOLETE",2,"",""
"","","","003129d6","","","Add","Keywords","00431846 / dn_HasReceiver_BetaWave",2,"",""
"","","","003129d6","","","Add","DamageTypeValues","00060a82 / dtFire",0.0,"{'id': '00060a82', 'name': 'dtFire', 'full': 'Fire Damage'}","Weapons\WeaponMods\Weap_LaserGunFireDMG.json
{'curve': [{'x': 1, 'y': 0}, {'x': 50, 'y': 0}]}"
"00312afd","mod_GatlingLaser_receiver_Base","Gatling Laser Receiver","00312afd","00024004_ap_gun_receiver","001466f0_ma_GatlingLaser"
"","","","005c3872","","","Add","Keywords","005c3874 / IsAmmoType_FusionCore",2,"",""
"","","","00312afd","","","MullAdd","Weight",0.025,0.0,"",""
"","","","00312afd","","","MullAdd","Value",0.025,0.0,"",""
"","","","00312afd","","","Add","Keywords","0009982f / AnimsLaserReceiverStandard_OBSOLETE",2,"",""
"","","","00312afd","","","Add","Keywords","00163038 / dn_HasReceiver_Standard",2,"",""
"00312ae5","mod_GatlingLaser_Barrel_Super_Recoil","Stabilized Charging Barrels","00312ae5","0002249d_ap_gun_Barrel","001466f0_ma_GatlingLaser"
"","","","00242f2e","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_VeryLongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 18}, {'x': 100, 'y': 18}]}"
"","","","00242f2e","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_VeryLongRange_MinRange.json
{'curve': [{'x': 1, 'y': 11}, {'x': 100, 'y': 11}]}"
"","","","00242f2e","","","MullAdd","Weight",0.15,0.0,"",""
"","","","00242f2e","","","MullAdd","Value",0.4,0.0,"",""
"","","","00242f2e","","","Add","Durability",-10,0,"",""
"","","","0031296b","","","MullAdd","Weight",0.3,0.0,"",""
"","","","0031296b","","","MullAdd","Value",0.4,0.0,"",""
"","","","0031296b","","","MullAdd","DamageTypeValues","00060a81 / dtEnergy",1.0,"{'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}",""
"","","","0031296b","","","Add","Durability",-8,0,"",""
"","","","00524416","","","MullAdd","RecoilMaxDegree",0.5,0.0,"",""
"","","","00524416","","","MullAdd","RecoilMinDegree",0.5,0.0,"",""
"","","","00524419","","","MullAdd","RecoilMaxDegree",-0.25,0.0,"",""
"","","","00524419","","","MullAdd","RecoilMinDegree",-0.25,0.0,"",""
"","","","00524419","","","MullAdd","Weight",0.3,0.0,"",""
"","","","00524419","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524419","","","Add","Durability",-2,0,"",""
"","","","00312ae5","","","MullAdd","SightedTransition",0.03,0.0,"",""
"","","","00312ae5","","","MullAdd","Speed",-0.75,0.0,"",""
"","","","00312ae5","","","Add","Durability",0,0,"","Weapons\Weap_10mmDMG.json
{'curve': [{'x': 1, 'y': 15}, {'x': 5, 'y': 15}, {'x': 10, 'y': 15}, {'x': 15, 'y': 18}, {'x': 20, 'y': 18}, {'x': 25, 'y': 21}, {'x': 30, 'y': 21}, {'x': 35, 'y': 24}, {'x': 40, 'y': 24}, {'x': 45, 'y': 28}, {'x': 50, 'y': 28}]}"
"","","","00312ae5","","","Add","Keywords","00099832 / AnimsLaserBarrelStandard",2,"",""
"","","","00312ae5","","","Add","Keywords","0009983f / dn_HasBarrelSuper",2,"",""
"","","","00312ae5","","","Add","Keywords","0009983f / dn_HasBarrelSuper",2,"",""
"","","","00312ae5","","","Add","Keywords","001d4ec3 / AnimsGatlingLaserSuper",2,"",""
"","","","00312ae5","","","Add","Keywords","001e077a / s_30_BarrelSuper",2,"",""
"00312a3a","mod_LaserGun_muzzle_Focuser_Base","Beam Focuser","00312a3a","0002249c_ap_gun_Muzzle","000d1052_ma_LaserGun"
"","","","005249e2","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","005249e2","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","005249e2","","","MullAdd","MaxRange",-1.5,0.0,"",""
"","","","005249e2","","","MullAdd","MinRange",-0.75,0.0,"",""
"","","","005249e2","","","MullAdd","Weight",0.1,0.0,"",""
"","","","005249e2","","","MullAdd","Value",0.6,0.0,"",""
"","","","005249e2","","","MullAdd","RecoilShotsForRunaway",2.0,0.0,"",""
"","","","005249e2","","","Add","Durability",5,0,"",""
"","","","00312a3a","","","Set","ImpactDataSet","00022fcd",3,"",""
"","","","00312a3a","","","Set","OverrideProjectile","000c8bf9 / ProjectileLaserBeamFocusRed01",1,"{'id': '000c8bf9', 'name': 'ProjectileLaserBeamFocusRed01', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.10000000149011612}",""
"","","","00312a3a","","","MullAdd","MaxRange",2.0,0.0,"",""
"","","","00312a3a","","","MullAdd","MinRange",2.0,0.0,"",""
"","","","00312a3a","","","MullAdd","Weight",0.2,0.0,"",""
"","","","00312a3a","","","MullAdd","Value",0.15,0.0,"",""
"","","","00312a3a","","","Add","Keywords","0004f62c / remapNode",2,"",""
"","","","00312a3a","","","Add","Keywords","000d70bc / dn_HasMuzzleFocuser",2,"",""
"00312aa2","mod_UltraciteLaserGun_Grip_HipAccuracy-SecondaryDMG","Precise Stock","00312aa2","0002249f_ap_gun_Grip","0039cb76_ma_UltraciteLaserGun"
"","","","0043b769","","","MullAdd","BaseStability",0.04,0.0,"",""
"","","","0043b769","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0043b769","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524413","","","MullAdd","ConIronSights",-0.05,0.0,"",""
"","","","00524413","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524413","","","MullAdd","MinConDegree",-0.125,0.0,"",""
"","","","00524413","","","MullAdd","SightedTransition",-0.015,0.0,"",""
"","","","00524413","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524413","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524413","","","Add","Durability",-3,0,"",""
"","","","0052441c","","","MullAdd","SecondaryDamage",0.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_Grip_SecDamage_Dual.json
{'curve': [{'x': 1, 'y': 0.25}, {'x': 100, 'y': 0.25}]}"
"","","","0052441c","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0052441c","","","MullAdd","Value",0.3,0.0,"",""
"","","","0052441c","","","Add","Durability",0,0,"","Weapons\Weap_10mmDMG.json
{'curve': [{'x': 1, 'y': 15}, {'x': 5, 'y': 15}, {'x': 10, 'y': 15}, {'x': 15, 'y': 18}, {'x': 20, 'y': 18}, {'x': 25, 'y': 21}, {'x': 30, 'y': 21}, {'x': 35, 'y': 24}, {'x': 40, 'y': 24}, {'x': 45, 'y': 28}, {'x': 50, 'y': 28}]}"
"","","","00312aa2","","","Set","AimAssist","005eeaf4",3,"",""
"","","","00312aa2","","","Set","EquipSlot","00013f45",3,"",""
"","","","00312aa2","","","Add","Keywords","00099830 / AnimsLaserGripRifle",2,"",""
"","","","00312aa2","","","Add","Keywords","00025019 / dn_HasGrip_Rifle",2,"",""
"","","","00312aa2","","","Add","Keywords","000464ef / AnimsGripRifleStraight",2,"",""
"","","","00312aa2","","","Add","Keywords","0004a0a1 / WeaponTypeRifle",2,"",""
"","","","00312aa2","","","Add","Keywords","000ece7d / dn_HasGrip_StockShort",2,"",""
"","","","00312aa2","","","Add","Keywords","0008530a / s_35_GripRifle",2,"",""
"","","","00312aa2","","","Add","Keywords","0050d614 / UI_WeaponTypeLaserRifle",2,"",""
"00312974","mod_LaserGun_Barrel_Long_HipAccuracy","True Long Barrel","00312974","0002249d_ap_gun_Barrel","000d1052_ma_LaserGun"
"","","","0027abfa","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0027abfa","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
"","","","0027abfa","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfa","","","MullAdd","Value",0.2,0.0,"",""
"","","","0027abfa","","","Add","Durability",-3,0,"",""
"","","","00524416","","","MullAdd","RecoilMaxDegree",0.5,0.0,"",""
"","","","00524416","","","MullAdd","RecoilMinDegree",0.5,0.0,"",""
"","","","00524414","","","MullAdd","ConIronSights",-0.1,0.0,"",""
"","","","00524414","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524414","","","MullAdd","MinConDegree",-0.25,0.0,"",""
"","","","00524414","","","MullAdd","SightedTransition",-0.03,0.0,"",""
"","","","00524414","","","MullAdd","Weight",0.3,0.0,"",""
"","","","00524414","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524414","","","Add","Durability",-2,0,"",""
"","","","00312974","","","Add","Keywords","00099832 / AnimsLaserBarrelStandard",2,"",""
"","","","00312974","","","Add","Keywords","00025014 / dn_HasBarrel_Long",2,"",""
"0031293e","mod_AssaultRifle_SCOPE_longscope_NV_Base","Long Night Vision Scope","0031293e","00022499_ap_gun_Scope","00130dc1_ma_AssaultRifle"
"","","","00525027","","","Set","HasScope",1,1,"",""
"","","","00525027","","","Set","ZoomData","000af2b8",3,"",""
"","","","00525027","","","MullAdd","BaseStability",-0.2,0.0,"",""
"","","","00525027","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","00525027","","","MullAdd","Weight",0.15,0.0,"",""
"","","","00525027","","","MullAdd","Value",0.8,0.0,"",""
"","","","00525027","","","Add","Durability",-8,0,"",""
"","","","00525027","","","Add","Keywords","0002095d / dn_HasScope",2,"",""
"","","","00525027","","","Add","Keywords","00163054 / dn_HasScope_NightVision",2,"",""
"","","","00525027","","","Add","Keywords","0009f425 / HasScope",2,"",""
"","","","0031293e","","","Add","Rank",2,0,"",""
"0031294e","mod_AssaultRifle_SCOPE_mediumscope_NV_Base","Medium Night Vision Scope","0031294e","00022499_ap_gun_Scope","00130dc1_ma_AssaultRifle"
"","","","0052502a","","","Set","HasScope",1,1,"",""
"","","","0052502a","","","Set","ZoomData","000af2b7",3,"",""
"","","","0052502a","","","MullAdd","BaseStability",-0.2,0.0,"",""
"","","","0052502a","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0052502a","","","MullAdd","Weight",0.125,0.0,"",""
"","","","0052502a","","","MullAdd","Value",0.6,1.0,"",""
"","","","0052502a","","","Add","Durability",-5,0,"",""
"","","","0052502a","","","Add","Keywords","0002095d / dn_HasScope",2,"",""
"","","","0052502a","","","Add","Keywords","0009f425 / HasScope",2,"",""
"","","","0052502a","","","Add","Keywords","00163054 / dn_HasScope_NightVision",2,"",""
"","","","0031294e","","","Add","Rank",2,0,"",""
"003129a3","mod_LaserGun_Grip_Recoil","Stabilized Stock","003129a3","0002249f_ap_gun_Grip","000d1052_ma_LaserGun"
"","","","00524419","","","MullAdd","RecoilMaxDegree",-0.25,0.0,"",""
"","","","00524419","","","MullAdd","RecoilMinDegree",-0.25,0.0,"",""
"","","","00524419","","","MullAdd","Weight",0.3,0.0,"",""
"","","","00524419","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524419","","","Add","Durability",-2,0,"",""
"","","","0043b769","","","MullAdd","BaseStability",0.04,0.0,"",""
"","","","0043b769","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0043b769","","","MullAdd","Value",0.2,0.0,"",""
"","","","003129a3","","","Set","AimAssist","005eeaf4",3,"",""
"","","","003129a3","","","Set","EquipSlot","00013f45",3,"",""
"","","","003129a3","","","Add","Keywords","00099830 / AnimsLaserGripRifle",2,"",""
"","","","003129a3","","","Add","Keywords","00025019 / dn_HasGrip_Rifle",2,"",""
"","","","003129a3","","","Add","Keywords","000464ef / AnimsGripRifleStraight",2,"",""
"","","","003129a3","","","Add","Keywords","0004a0a1 / WeaponTypeRifle",2,"",""
"","","","003129a3","","","Add","Keywords","000ece7d / dn_HasGrip_StockShort",2,"",""
"","","","003129a3","","","Add","Keywords","0008530a / s_35_GripRifle",2,"",""
"","","","003129a3","","","Add","Keywords","0050d614 / UI_WeaponTypeLaserRifle",2,"",""
"00312aa5","mod_UltraciteLaserGun_Grip_Recoil-SecondaryDMG","Forceful Stock","00312aa5","0002249f_ap_gun_Grip","0039cb76_ma_UltraciteLaserGun"
"","","","00524415","","","MullAdd","RecoilMaxDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","RecoilMinDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","APCost",-0.05,0.0,"",""
"","","","00524415","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524415","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524415","","","Add","Durability",-2,0,"",""
"","","","0052441c","","","MullAdd","SecondaryDamage",0.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_Grip_SecDamage_Dual.json
{'curve': [{'x': 1, 'y': 0.25}, {'x': 100, 'y': 0.25}]}"
"","","","0052441c","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0052441c","","","MullAdd","Value",0.3,0.0,"",""
"","","","0052441c","","","Add","Durability",0,0,"","Weapons\Weap_10mmDMG.json
{'curve': [{'x': 1, 'y': 15}, {'x': 5, 'y': 15}, {'x': 10, 'y': 15}, {'x': 15, 'y': 18}, {'x': 20, 'y': 18}, {'x': 25, 'y': 21}, {'x': 30, 'y': 21}, {'x': 35, 'y': 24}, {'x': 40, 'y': 24}, {'x': 45, 'y': 28}, {'x': 50, 'y': 28}]}"
"","","","0043b769","","","MullAdd","BaseStability",0.04,0.0,"",""
"","","","0043b769","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0043b769","","","MullAdd","Value",0.2,0.0,"",""
"","","","00312aa5","","","Set","AimAssist","005eeaf4",3,"",""
"","","","00312aa5","","","Set","EquipSlot","00013f45",3,"",""
"","","","00312aa5","","","Add","Keywords","00099830 / AnimsLaserGripRifle",2,"",""
"","","","00312aa5","","","Add","Keywords","00025019 / dn_HasGrip_Rifle",2,"",""
"","","","00312aa5","","","Add","Keywords","000464ef / AnimsGripRifleStraight",2,"",""
"","","","00312aa5","","","Add","Keywords","0004a0a1 / WeaponTypeRifle",2,"",""
"","","","00312aa5","","","Add","Keywords","0002d9a9 / dn_HasGrip_Recoil",2,"",""
"","","","00312aa5","","","Add","Keywords","0008530a / s_35_GripRifle",2,"",""
"","","","00312aa5","","","Add","Keywords","0050d614 / UI_WeaponTypeLaserRifle",2,"",""
"0031296c","AAA_mod_TEMPLATE_Damage_Energy_Low","","0031296c","0005524c_ap_melee_MeleeMod","000b974f_ma_TEMPLATE"
"","","","0031296c","","","MullAdd","DamageTypeValues","00060a81 / dtEnergy",0.096,"{'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}",""
"003129fb","mod_LaserGun_SCOPE_longscope_Recon_Base","Long Recon Scope","003129fb","00022499_ap_gun_Scope","000d1052_ma_LaserGun"
"","","","00525028","","","Set","HasScope",1,1,"",""
"","","","00525028","","","Set","ZoomData","00247a24",3,"",""
"","","","00525028","","","MullAdd","BaseStability",-0.2,0.0,"",""
"","","","00525028","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","00525028","","","MullAdd","Weight",0.175,0.0,"",""
"","","","00525028","","","MullAdd","Value",1.0,0.0,"",""
"","","","00525028","","","Add","Durability",-8,0,"",""
"","","","00525028","","","Add","Enchantments","00185922",1,"{'id': '00185922', 'name': 'EnchReconScopeEquipped', 'full': 'Ench Recon Scope Equipped', 'type': 'Enchantment', 'target': 'Self', 'e_type': 'Constant', 'mag_effects': [{'m_effect': {'id': '00185923', 'name': 'ReconScopeEquippedEffect', 'full': 'Recon Scope Equipped Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '00000310', 'name': 'AbsorbChance', 'full': ''}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",""
"","","","00525028","","","Add","Keywords","0002095d / dn_HasScope",2,"",""
"","","","00525028","","","Add","Keywords","0009f425 / HasScope",2,"",""
"","","","00525028","","","Add","Keywords","00184c55 / HasScopeRecon",2,"",""
"","","","00525028","","","Add","Keywords","00163055 / dn_HasScope_Recon",2,"",""
"00312971","mod_LaserGun_barrel_long_Base","Standard Long Barrel","00312971","0002249d_ap_gun_Barrel","000d1052_ma_LaserGun"
"","","","0027abfa","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0027abfa","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
"","","","0027abfa","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfa","","","MullAdd","Value",0.2,0.0,"",""
"","","","0027abfa","","","Add","Durability",-3,0,"",""
"","","","00524416","","","MullAdd","RecoilMaxDegree",0.5,0.0,"",""
"","","","00524416","","","MullAdd","RecoilMinDegree",0.5,0.0,"",""
"","","","00312971","","","Add","Keywords","00099832 / AnimsLaserBarrelStandard",2,"",""
"","","","00312971","","","Add","Keywords","00025014 / dn_HasBarrel_Long",2,"",""
"003129cb","mod_LaserGun_Receiver_FastTrigger-HipAccuracy","Speedy Capacitor","003129cb","00024004_ap_gun_receiver","000d1052_ma_LaserGun"
"","","","0043c167","","","MullAdd","APCost",-0.1,0.0,"",""
"","","","0043c167","","","MullAdd","ReloadSpeed",0.2,0.0,"",""
"","","","0043c167","","","MullAdd","Speed",0.25,0.0,"",""
"","","","0043c167","","","MullAdd","Weight",0.075,0.0,"",""
"","","","0043c167","","","MullAdd","Value",0.3,0.0,"",""
"","","","0043c167","","","Add","Durability",-4,0,"",""
"","","","00524413","","","MullAdd","ConIronSights",-0.05,0.0,"",""
"","","","00524413","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524413","","","MullAdd","MinConDegree",-0.125,0.0,"",""
"","","","00524413","","","MullAdd","SightedTransition",-0.015,0.0,"",""
"","","","00524413","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524413","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524413","","","Add","Durability",-3,0,"",""
"","","","005ae91c","","","Add","Keywords","005ae936 / IsAmmoType_FusionCell",2,"",""
"","","","003129cb","","","MullAdd","Keywords","000a191c / s_30_Auto",2,"",""
"","","","003129cb","","","Add","Keywords","0009982f / AnimsLaserReceiverStandard_OBSOLETE",2,"",""
"","","","003129cb","","","Add","Keywords","0043183c / dn_HasReceiver_Speedy",2,"",""
"00312a83","mod_UltraciteLaserGun_Barrel_Short_Recoil-HipAccuracy","Aligned Short Barrel","00312a83","0002249d_ap_gun_Barrel","0039cb76_ma_UltraciteLaserGun"
"","","","0027abfd","","","MullAdd","ConIronSights",-0.2,0.0,"",""
"","","","0027abfd","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfd","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
"","","","0027abfd","","","MullAdd","Value",0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","00524415","","","MullAdd","RecoilMaxDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","RecoilMinDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","APCost",-0.05,0.0,"",""
"","","","00524415","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524415","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524415","","","Add","Durability",-2,0,"",""
"","","","00524413","","","MullAdd","ConIronSights",-0.05,0.0,"",""
"","","","00524413","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524413","","","MullAdd","MinConDegree",-0.125,0.0,"",""
"","","","00524413","","","MullAdd","SightedTransition",-0.015,0.0,"",""
"","","","00524413","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524413","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524413","","","Add","Durability",-3,0,"",""
"","","","00312a83","","","Add","Keywords","0009983c / AnimsLaserBarrelShort",2,"",""
"","","","00312a83","","","Add","Keywords","00025017 / dn_HasBarrel_Short",2,"",""
"","","","00312a83","","","Add","Keywords","0012ecf0 / remapNode_CSlide_P-Slide",2,"",""
"003129ff","mod_LaserGun_SCOPE_MediumScope_Base","Medium Scope","003129ff","00022499_ap_gun_Scope","000d1052_ma_LaserGun"
"","","","00525029","","","Set","HasScope",1,1,"",""
"","","","00525029","","","Set","ZoomData","000af2aa",3,"",""
"","","","00525029","","","MullAdd","BaseStability",-0.2,0.0,"",""
"","","","00525029","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","00525029","","","MullAdd","Weight",0.125,0.0,"",""
"","","","00525029","","","MullAdd","Value",0.4,0.0,"",""
"","","","00525029","","","Add","Durability",-2,0,"",""
"","","","00525029","","","Add","Keywords","0002095d / dn_HasScope",2,"",""
"","","","00525029","","","Add","Keywords","0009f425 / HasScope",2,"",""
"00312a73","mod_UltraciteLaserGun_Receiver_FastTrigger-HipAccuracy","Speedy Capacitor","00312a73","00024004_ap_gun_receiver","0039cb76_ma_UltraciteLaserGun"
"","","","0043c167","","","MullAdd","APCost",-0.1,0.0,"",""
"","","","0043c167","","","MullAdd","ReloadSpeed",0.2,0.0,"",""
"","","","0043c167","","","MullAdd","Speed",0.25,0.0,"",""
"","","","0043c167","","","MullAdd","Weight",0.075,0.0,"",""
"","","","0043c167","","","MullAdd","Value",0.3,0.0,"",""
"","","","0043c167","","","Add","Durability",-4,0,"",""
"","","","00524413","","","MullAdd","ConIronSights",-0.05,0.0,"",""
"","","","00524413","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524413","","","MullAdd","MinConDegree",-0.125,0.0,"",""
"","","","00524413","","","MullAdd","SightedTransition",-0.015,0.0,"",""
"","","","00524413","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524413","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524413","","","Add","Durability",-3,0,"",""
"","","","005ae91c","","","Add","Keywords","005ae936 / IsAmmoType_FusionCell",2,"",""
"","","","00312a73","","","MullAdd","Keywords","000a191c / s_30_Auto",2,"",""
"","","","00312a73","","","Add","Keywords","0009982f / AnimsLaserReceiverStandard_OBSOLETE",2,"",""
"","","","00312a73","","","Add","Keywords","0043183c / dn_HasReceiver_Speedy",2,"",""
"003128d6","mod_AssaultRifle_Magazine_Base","Standard Magazine","003128d6","0005d4d7_ap_gun_Mag","00130dc1_ma_AssaultRifle"
"00312aa9","mod_UltraciteLaserGun_muzzle_Camera_Base","Gyro Compensating Lens","00312aa9","0002249c_ap_gun_Muzzle","0039cb76_ma_UltraciteLaserGun"
"","","","005249e2","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","005249e2","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","005249e2","","","MullAdd","MaxRange",-1.5,0.0,"",""
"","","","005249e2","","","MullAdd","MinRange",-0.75,0.0,"",""
"","","","005249e2","","","MullAdd","Weight",0.1,0.0,"",""
"","","","005249e2","","","MullAdd","Value",0.6,0.0,"",""
"","","","005249e2","","","MullAdd","RecoilShotsForRunaway",2.0,0.0,"",""
"","","","005249e2","","","Add","Durability",5,0,"",""
"","","","00524414","","","MullAdd","ConIronSights",-0.1,0.0,"",""
"","","","00524414","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524414","","","MullAdd","MinConDegree",-0.25,0.0,"",""
"","","","00524414","","","MullAdd","SightedTransition",-0.03,0.0,"",""
"","","","00524414","","","MullAdd","Weight",0.3,0.0,"",""
"","","","00524414","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524414","","","Add","Durability",-2,0,"",""
"","","","00312aa9","","","Add","Keywords","000d70bd / dn_HasMuzzleTargetingCamera",2,"",""
"","","","00312aa9","","","Add","Keywords","0004f62c / remapNode",2,"",""
"0031299b","mod_LaserGun_Grip_SecondaryDMG","Bruising Stock","0031299b","0002249f_ap_gun_Grip","000d1052_ma_LaserGun"
"","","","0052441d","","","MullAdd","SecondaryDamage",0.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_Grip_SecDamage.json
{'curve': [{'x': 1, 'y': 0.5}, {'x': 100, 'y': 0.5}]}"
"","","","0052441d","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0052441d","","","MullAdd","Value",0.4,0.0,"",""
"","","","0052441d","","","Add","Durability",0,0,"","ItemCondition\Durability_Mods_Weapons_VeryLow.json
{'curve': [{'x': 1, 'y': -2}, {'x': 100, 'y': -2}]}"
"","","","0043b769","","","MullAdd","BaseStability",0.04,0.0,"",""
"","","","0043b769","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0043b769","","","MullAdd","Value",0.2,0.0,"",""
"","","","0031299b","","","Set","AimAssist","005eeaf4",3,"",""
"","","","0031299b","","","Set","EquipSlot","00013f45",3,"",""
"","","","0031299b","","","Add","Keywords","00099830 / AnimsLaserGripRifle",2,"",""
"","","","0031299b","","","Add","Keywords","00025019 / dn_HasGrip_Rifle",2,"",""
"","","","0031299b","","","Add","Keywords","000464ef / AnimsGripRifleStraight",2,"",""
"","","","0031299b","","","Add","Keywords","0004a0a1 / WeaponTypeRifle",2,"",""
"","","","0031299b","","","Add","Keywords","000ece7d / dn_HasGrip_StockShort",2,"",""
"","","","0031299b","","","Add","Keywords","0008530a / s_35_GripRifle",2,"",""
"","","","0031299b","","","Add","Keywords","0050d614 / UI_WeaponTypeLaserRifle",2,"",""
"00312b20","mod_Ultracite_GatlingLaser_Barrel_Long_Recoil","Stabilized Long Barrel","00312b20","0002249d_ap_gun_Barrel","0039e6a8_ma_Ultracite_GatlingLaser"
