"Id","Name","Full Name","Type","Time","Activity","Target","Duration","Range","Perk","Effects"
"001a7c9f","Legendary_OnBlockElectricSpell","Electric Damage","Spell",0.0,"Fire","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0011082b', 'name': 'Legendary_OnBlockElectricDamage', 'full': 'Electricity Damage', 'keywords': [], 'd_type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'resist': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'actor_value1': '00000000', 'projectile': {'id': '00140f3c', 'name': 'ProjectileTrapElectricalArcBeam', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 2048.0, 'expl': '00000000', 'relaunch': 0.10000000149011612}, 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 40.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"001a7dba","Legendary_FrenzySpell","Frenzy","Spell",0.0,"Fire","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '001f6ad5', 'name': 'Legendary_FrenzyEffect', 'full': 'ModLegendaryFrenzyEffect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Frenzy', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 999.0, 'area': 0, 'duration': 30, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"001a7c52","Legendary_OnBlockRadiationSpell","Radiation Damage","Spell",0.0,"Fire","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '001a7c62', 'name': 'Legendary_OnBlockRadDamage', 'full': 'Radiation Damage', 'keywords': ['DamageTypeRadiation'], 'd_type': '00000000', 'resist': {'id': '000002ea', 'name': 'RadResistExposure', 'full': 'Radiation Resistance'}, 'actor_value1': {'id': '000002e1', 'name': 'Rads', 'full': 'Rads'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00530cf5","MSilo_ReactorRadiationHazard","Deadly Radiation","Spell",0.0,"Concentration","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0009252a', 'name': 'RadiationHazardEffect', 'full': 'Radiation Damage', 'keywords': ['DamageTypeRadiation'], 'd_type': '00000000', 'resist': {'id': '000002ea', 'name': 'RadResistExposure', 'full': 'Radiation Resistance'}, 'actor_value1': {'id': '000002e1', 'name': 'Rads', 'full': 'Rads'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': {'id': '0001bc10', 'name': 'SURV_DamageRads_Duration_Hazard', 'value': 1.0}, 'glob_magnitude': {'id': '00530d11', 'name': 'MSilo_DamageRads_Magnitude_6_0', 'value': 35.0}, 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00239550', 'name': 'RadiationHealHazardEffect', 'full': 'Radiation Healing Damage', 'keywords': ['DamageTypeRadiation'], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': {'id': '0001bc10', 'name': 'SURV_DamageRads_Duration_Hazard', 'value': 1.0}, 'glob_magnitude': {'id': '0001bc0c', 'name': 'SURV_RadiationHealing_Magnitude_5_Severe', 'value': 5.0}, 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0009252a', 'name': 'RadiationHazardEffect', 'full': 'Radiation Damage', 'keywords': ['DamageTypeRadiation'], 'd_type': '00000000', 'resist': {'id': '000002ea', 'name': 'RadResistExposure', 'full': 'Radiation Resistance'}, 'actor_value1': {'id': '000002e1', 'name': 'Rads', 'full': 'Rads'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': {'id': '0001bc10', 'name': 'SURV_DamageRads_Duration_Hazard', 'value': 1.0}, 'glob_magnitude': {'id': '00530cf9', 'name': 'MSilo_DamageRads_Magnitude_6_1', 'value': 30.0}, 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0009252a', 'name': 'RadiationHazardEffect', 'full': 'Radiation Damage', 'keywords': ['DamageTypeRadiation'], 'd_type': '00000000', 'resist': {'id': '000002ea', 'name': 'RadResistExposure', 'full': 'Radiation Resistance'}, 'actor_value1': {'id': '000002e1', 'name': 'Rads', 'full': 'Rads'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': {'id': '0001bc10', 'name': 'SURV_DamageRads_Duration_Hazard', 'value': 1.0}, 'glob_magnitude': {'id': '00530d02', 'name': 'MSilo_DamageRads_Magnitude_6_2', 'value': 25.0}, 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0009252a', 'name': 'RadiationHazardEffect', 'full': 'Radiation Damage', 'keywords': ['DamageTypeRadiation'], 'd_type': '00000000', 'resist': {'id': '000002ea', 'name': 'RadResistExposure', 'full': 'Radiation Resistance'}, 'actor_value1': {'id': '000002e1', 'name': 'Rads', 'full': 'Rads'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': {'id': '0001bc10', 'name': 'SURV_DamageRads_Duration_Hazard', 'value': 1.0}, 'glob_magnitude': {'id': '00530d06', 'name': 'MSilo_DamageRads_Magnitude_6_3', 'value': 20.0}, 'd_curv': '', 'only_player': 'No'}]"
"00530b93","EN02_RadarBlastSpell01","","Spell",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00530b94', 'name': 'EN02_RadarBlastEffect01', 'full': 'Radar Blast Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 5, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"005303ff","AbPowerArmorPerk_Excavator","Excavator Bonuses","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0004b24f', 'name': 'AbFortifyCarryWeight', 'full': 'Fortify Carry Weight', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002dc', 'name': 'CarryWeight', 'full': 'Carry Weight'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 100.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0052bdaf","zzz_AbPerkPackRat","Pack Rat","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[]"
"0052bda2","zzz_AbPerkBatteriesIncluded","Batteries Included","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[]"
"0052bdb1","zzz_AbPerkThruHiker","Thru Hiker","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[]"
"0052bd9e","zzz_AbPerkBearArms","Bear Arms","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[]"
"0052bdb2","zzz_AbPerkTravelingPharmacy","Traveling Pharmacy","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[]"
"0052bdb0","zzz_AbPerkSturdyFrame","Sturdy Frame","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[]"
"0052bdae","zzz_AbPerkPackinLight","Packin Light","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[]"
"0052bda0","zzz_AbPerkBandolier","Bandolier","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[]"
"0052bdad","zzz_AbPerkOrdnanceExpress","Ordnance Express","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[]"
"005299f3","Legendary_KnockbackSpell","Knockback","Spell",0.0,"Fire","Self",0.0,0.0,"003de594","[{'m_effect': {'id': '005299f0', 'name': 'Legendary_Knockback_TargetEffect', 'full': 'Knockback', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 3, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00529a01","Legendary_FreezeSpell","CryoFreeze","Spell",0.0,"Fire","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '003be0da', 'name': 'CritCryoAPDrainEffect', 'full': 'Crit Cryo AP Drain', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d5', 'name': 'ActionPoints', 'full': 'Action Points'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 100.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00247a6c', 'name': 'CritCryoFreezeEffect', 'full': 'Crit Cryo Freeze', 'keywords': [], 'd_type': '00000000', 'resist': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"005281bc","Legendary_DebuffDamageSpell","Debuff Damage Output","Spell",0.0,"Fire","Self",0.0,0.0,"003de594","[{'m_effect': {'id': '005281be', 'name': 'Legendary_DebuffDamage_TargetEffect', 'full': 'Reduce Damage Output', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '005281bf'}, 'magnitude': 25.0, 'area': 0, 'duration': 5, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00527f89","Legendary_VampireRegen","Vampire Health Regen","Spell",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00527f8a', 'name': 'Legendary_VampireRegenEffect', 'full': 'Restore Health', 'keywords': ['LGND_VampireEffect'], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Stimpack', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 1.0, 'area': 0, 'duration': 2, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00527f91","Legendary_CritsHealTeamSpell","Medic Legendary","Spell",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00527f8a', 'name': 'Legendary_VampireRegenEffect', 'full': 'Restore Health', 'keywords': ['LGND_VampireEffect'], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Stimpack', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 5.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00527f80","Legendary_OnMeleeHitBurnSpell","Burn DoT","Spell",0.0,"Fire","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '00084a4f', 'name': 'dtFireFlameEffectChanceAlways', 'full': 'Damage Type Fire', 'keywords': ['DamageTypeFire'], 'd_type': {'id': '00060a82', 'name': 'dtFire', 'full': 'Fire Damage'}, 'resist': {'id': '000002e5', 'name': 'FireResist', 'full': 'Fire Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 5, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00527f73","Legendary_OnBlockBurnSpell","Burn DoT","Spell",0.0,"Fire","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '00084a4f', 'name': 'dtFireFlameEffectChanceAlways', 'full': 'Damage Type Fire', 'keywords': ['DamageTypeFire'], 'd_type': {'id': '00060a82', 'name': 'dtFire', 'full': 'Fire Damage'}, 'resist': {'id': '000002e5', 'name': 'FireResist', 'full': 'Fire Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 5, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00526841","MTR05_CameraShakeSpell","Camera Shake Spell","Spell",15.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00526840', 'name': 'MTR05_CameraShakeSpellEffect', 'full': 'Camera Shake Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.5, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00526570","AbAmbushFurnitureInvisibility","","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0052656e', 'name': 'AmbushFurnitureInvisibilityEffect', 'full': 'Ambush Invisibility', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Chameleon', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 100.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00525415","TestScorchConvert","","Spell",0.0,"Fire","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '00525414', 'name': 'ScorchbeastConvertActorEffect', 'full': 'Scorchbeast Convert Actor', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00524148","Legendary_CloakOnMelee","Cloak On Melee","Spell",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00524149', 'name': 'Legendary_CloakEffect', 'full': 'Invisibility', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Invisibility', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 1.0, 'area': 0, 'duration': 2, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0052415a","AbPerkGoodWithSalt","Good With Salt","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00524158', 'name': 'abPerkReduceFoodSpoilageEffect', 'full': 'Reduce Food Spoilage', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '00524155', 'name': 'SURV_FoodSpoilageRateMult', 'full': 'Food Spoiling Rate'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.30000001192092896, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00524158', 'name': 'abPerkReduceFoodSpoilageEffect', 'full': 'Reduce Food Spoilage', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '00524155', 'name': 'SURV_FoodSpoilageRateMult', 'full': 'Food Spoiling Rate'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.6000000238418579, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00524158', 'name': 'abPerkReduceFoodSpoilageEffect', 'full': 'Reduce Food Spoilage', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '00524155', 'name': 'SURV_FoodSpoilageRateMult', 'full': 'Food Spoiling Rate'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.8999999761581421, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0052266b","Mom_VoiceofSet_ShockRobots","","Spell",0.0,"Fire","Contact",0.0,0.0,"00522668","[{'m_effect': {'id': '000856fc', 'name': 'dtElectricalEffectChanceAlways', 'full': 'Damage Type Electrical', 'keywords': ['DamageTypeEnergy'], 'd_type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'resist': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 35.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00521a4a","ENz04_ChangeAssistanceLevelSpell_PlayerTarget","Change NPC Assistance Level","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00521a4b', 'name': 'ENz04_ChangeAssistanceLevelEffect_PlayerTarget', 'full': 'Change Assistance Spell Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '00000310', 'name': 'AbsorbChance', 'full': ''}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00521923","zzz_AbMoM_BladeofBastetBuffs","Blade of Bastet Buffs","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '001f4423', 'name': 'ModArmorPenetrationAddPerkEffect', 'full': 'ModArmorPenetrationAddPerkEffect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'EMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '001f4166'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0052191f', 'name': 'AbFortifyArmorPenetration', 'full': 'Fortify Armor Penetration', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '00097341', 'name': 'ArmorPenetration', 'full': 'Light'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0052191f', 'name': 'AbFortifyArmorPenetration', 'full': 'Fortify Armor Penetration', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '00097341', 'name': 'ArmorPenetration', 'full': 'Light'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 100.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00521937","Mom_VoiceofSet_ShockStunRobots","","Spell",0.0,"Fire","Contact",0.0,0.0,"00522668","[{'m_effect': {'id': '000856fc', 'name': 'dtElectricalEffectChanceAlways', 'full': 'Damage Type Electrical', 'keywords': ['DamageTypeEnergy'], 'd_type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'resist': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 70.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0005240c', 'name': 'ParalyzeEffect25', 'full': 'Paralyze 25%', 'keywords': ['ChemEffect'], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Paralysis', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"00521924","zzz_AbMoM_GarbofMysteryBuffs","Garb of Mysteries","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '00518506', 'name': 'abFortifyDamageResist', 'full': 'Fortify Damage Resist', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 20.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '000559a4', 'name': 'AbPerkFortifyResistEnergy', 'full': 'Fortify Energy Resist', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 20.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00521921', 'name': 'abFortifySneak', 'full': 'Fortify Sneak', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '0008d1bf', 'name': 'STAT_Sneak', 'full': 'Reduce Detection Chance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 5.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00521921', 'name': 'abFortifySneak', 'full': 'Fortify Sneak', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '0008d1bf', 'name': 'STAT_Sneak', 'full': 'Reduce Detection Chance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 20.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"005217e9","MTNS04NightstalkerAppearImodSpell","","Spell",0.0,"Fire","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '005217ea', 'name': 'MTNS04_NightstalkerAppearImodEffect', 'full': 'Nightstalker Appear Effect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
