ID,NAME,PROJ_TYPE,ANIM_RELOAD,SIGHTED_TRANS,UNSIGHTED_TRANS,PROJECTILES,AMMO,SPEED,ATTACK_DELAY,DAMAGE_OUT_OF_RANGE,CAPACITY,WEIGHT,ATTACK_SPEED,AP,LOCALIZED_NAME,TAGS,DEF_MODS,EQTYPE,AT_POINTS,LEVELS,DAMAGE,CRIT,WEAP_EFFECT,MA,W_TYPE
0052eef7,crTurretASAMMissileLauncherLeft,00000000,4.2667,0.2,0.2,1,"{'id': '000caba3', 'name': 'Missile', 'full': 'Missile', 'ammo_type': 'Explosive', 'value': 25, 'weight': 2.0, 'projectile': {'id': '000caba4', 'name': 'ProjectileMissile', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 2500.0, 'range': 15000.0, 'expl': {'id': '000fd3aa', 'name': 'ExplosionMissileShell', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': ""Weapons\\Weap_MissileLauncherDMG.json\n{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 0}, {'x': 20, 'y': 105}, {'x': 25, 'y': 105}, {'x': 30, 'y': 125}, {'x': 35, 'y': 125}, {'x': 40, 'y': 145}, {'x': 45, 'y': 145}, {'x': 50, 'y': 155}]}"", 'force': 550.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,1.5,0.5,0,20.0,0.66667,45.0,Turret Missile Launcher,ma_MissileLauncher / HeavyGun / ma_CanHaveNullMuzzle / MissileLauncher / Ranged,[],LeftHand,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_ASAMTurret_RocketDMG.json', ""{'curve': [{'x': 1, 'y': 100}, {'x': 100, 'y': 100}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '0043c162'}]","{'mult': 1.0, 'charge': 1.0, 'spell': '00000000'}",,00188a0c_ma_MissileLauncher / 001c9e78_ma_CanHaveNullMuzzle,Range
00129e7b,crTurretASAMMissileLauncherRight,00000000,4.2667,0.2,0.2,1,"{'id': '000caba3', 'name': 'Missile', 'full': 'Missile', 'ammo_type': 'Explosive', 'value': 25, 'weight': 2.0, 'projectile': {'id': '000caba4', 'name': 'ProjectileMissile', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 2500.0, 'range': 15000.0, 'expl': {'id': '000fd3aa', 'name': 'ExplosionMissileShell', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': ""Weapons\\Weap_MissileLauncherDMG.json\n{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 0}, {'x': 20, 'y': 105}, {'x': 25, 'y': 105}, {'x': 30, 'y': 125}, {'x': 35, 'y': 125}, {'x': 40, 'y': 145}, {'x': 45, 'y': 145}, {'x': 50, 'y': 155}]}"", 'force': 550.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,1.5,0.5,0,20.0,0.66667,45.0,Turret Missile Launcher,ma_MissileLauncher / HeavyGun / ma_CanHaveNullMuzzle / MissileLauncher / Ranged,[],RightHand,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_ASAMTurret_RocketDMG.json', ""{'curve': [{'x': 1, 'y': 100}, {'x': 100, 'y': 100}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '0043c162'}]","{'mult': 1.0, 'charge': 1.0, 'spell': '00000000'}",,00188a0c_ma_MissileLauncher / 001c9e78_ma_CanHaveNullMuzzle,Range
001bbf99,crTurretBubbleBallistic3shot,"{'id': '001b5ee2', 'name': 'ProjectileTurret', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': {'id': '000e19ef', 'name': 'crExplosionRobotMod', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 20.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",0.0,0.25,0.25,1,"{'id': '0001f276', 'name': '10mm', 'full': '10mm Round', 'ammo_type': 'Ballistic', 'value': 1, 'weight': 0.004999999888241291, 'projectile': {'id': '0001f277', 'name': 'Projectile10mm', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",3.0,0.0,0.5,0,25.0,2.66667,20.0,Turret Gun,Automatic / Ranged,[],RightHand,,1,[],"{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,,Range
00019b52,crTurretBubbleLaserGun04,00000000,0.0,0.25,0.25,1,"{'id': '000c1897', 'name': 'FusionCell', 'full': 'Fusion Cell', 'ammo_type': 'Energy', 'value': 3, 'weight': 0.004999999888241291, 'projectile': {'id': '0009c663', 'name': 'ProjectileLaserRifleBeamRed', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.10000000149011612}, 'damage': 0.0, 'health': 0}",3.0,1.0,0.7,0,25.0,2.66667,20.0,Turret Laser Gun,Automatic / Ranged / Energy / Laser,[],RightHand,,1,"[{'value': 1, 'curv': ['Creatures\\Weapon\\Weapon_TurretBubble_RangedDMG.json', ""{'curve': [{'x': 1, 'y': 1}, {'x': 7, 'y': 2}, {'x': 16, 'y': 4}, {'x': 28, 'y': 6}, {'x': 40, 'y': 8}, {'x': 50, 'y': 10}, {'x': 60, 'y': 14}]}""], 'type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'id': '00505acb'}]","{'mult': 2.0, 'charge': 1.0, 'spell': {'id': '000731b2', 'name': 'CritLaser', 'full': '', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '000731b3', 'name': 'CritLaserEffect', 'full': 'Critical Laser Hit', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}",,,Range
0022b18c,crTurretMissileLauncher01,00000000,0.36667,0.2,0.2,1,"{'id': '003d5b55', 'name': 'Missile_Turret', 'full': 'Missile', 'ammo_type': 'Explosive', 'value': 25, 'weight': 7.0, 'projectile': {'id': '003d5b58', 'name': 'crProjectileMissile_Turret', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 2500.0, 'range': 15000.0, 'expl': {'id': '003d5b56', 'name': 'crExplosionMissileShell_Turret', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 550.0, 'damage': 75.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,0.75,0.5,4,20.0,0.16667,45.0,Turret Missile Launcher,ma_MissileLauncher / HeavyGun / ma_CanHaveNullMuzzle / MissileLauncher / Ranged,[],RightHand,,1,[],"{'mult': 1.0, 'charge': 1.0, 'spell': '00000000'}",,00188a0c_ma_MissileLauncher / 001c9e78_ma_CanHaveNullMuzzle,Range
001bbf98,crTurretMountedBallistic,"{'id': '001b5ee2', 'name': 'ProjectileTurret', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': {'id': '000e19ef', 'name': 'crExplosionRobotMod', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 20.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",0.0,0.25,0.25,1,"{'id': '0001f276', 'name': '10mm', 'full': '10mm Round', 'ammo_type': 'Ballistic', 'value': 1, 'weight': 0.004999999888241291, 'projectile': {'id': '0001f277', 'name': 'Projectile10mm', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,0.0,0.5,0,25.0,2.66667,20.0,Turret Gun,Automatic / Ranged,[],RightHand,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_Turret_RangedDMG.json', ""{'curve': [{'x': 1, 'y': 4}, {'x': 6, 'y': 12}, {'x': 16, 'y': 25}, {'x': 28, 'y': 35}, {'x': 40, 'y': 45}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '00505aca'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,,Range
000bb6c1,crTurretMountedLaserGun01,00000000,0.0,0.25,0.25,1,"{'id': '000c1897', 'name': 'FusionCell', 'full': 'Fusion Cell', 'ammo_type': 'Energy', 'value': 3, 'weight': 0.004999999888241291, 'projectile': {'id': '0009c663', 'name': 'ProjectileLaserRifleBeamRed', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.10000000149011612}, 'damage': 0.0, 'health': 0}",1.0,1.0,0.7,0,25.0,2.66667,20.0,Turret Laser Gun,Automatic / Ranged / Energy / Laser,[],RightHand,,1,"[{'value': 1, 'curv': ['Creatures\\Weapon\\Weapon_TurretBubble_RangedDMG.json', ""{'curve': [{'x': 1, 'y': 1}, {'x': 7, 'y': 2}, {'x': 16, 'y': 4}, {'x': 28, 'y': 6}, {'x': 40, 'y': 8}, {'x': 50, 'y': 10}, {'x': 60, 'y': 14}]}""], 'type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'id': '00505acb'}]","{'mult': 2.0, 'charge': 1.0, 'spell': {'id': '000731b2', 'name': 'CritLaser', 'full': '', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '000731b3', 'name': 'CritLaserEffect', 'full': 'Critical Laser Hit', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}",,,Range
00019b47,crTurretMountedLaserGun02,00000000,0.0,0.25,0.25,1,"{'id': '000c1897', 'name': 'FusionCell', 'full': 'Fusion Cell', 'ammo_type': 'Energy', 'value': 3, 'weight': 0.004999999888241291, 'projectile': {'id': '0009c663', 'name': 'ProjectileLaserRifleBeamRed', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.10000000149011612}, 'damage': 0.0, 'health': 0}",1.0,1.0,0.7,0,25.0,2.66667,20.0,Turret Laser Gun,Automatic / Ranged / Energy / Laser,[],RightHand,,1,"[{'value': 1, 'curv': ['Creatures\\Weapon\\Weapon_TurretBubble_RangedDMG.json', ""{'curve': [{'x': 1, 'y': 1}, {'x': 7, 'y': 2}, {'x': 16, 'y': 4}, {'x': 28, 'y': 6}, {'x': 40, 'y': 8}, {'x': 50, 'y': 10}, {'x': 60, 'y': 14}]}""], 'type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'id': '00505acb'}]","{'mult': 2.0, 'charge': 1.0, 'spell': {'id': '000731b2', 'name': 'CritLaser', 'full': '', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '000731b3', 'name': 'CritLaserEffect', 'full': 'Critical Laser Hit', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}",,,Range
00019b4e,crTurretMountedLaserGun03,00000000,0.0,0.25,0.25,1,"{'id': '000c1897', 'name': 'FusionCell', 'full': 'Fusion Cell', 'ammo_type': 'Energy', 'value': 3, 'weight': 0.004999999888241291, 'projectile': {'id': '0009c663', 'name': 'ProjectileLaserRifleBeamRed', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.10000000149011612}, 'damage': 0.0, 'health': 0}",1.0,1.0,0.7,0,25.0,2.66667,20.0,Turret Laser Gun,Automatic / Ranged / Energy / Laser,[],RightHand,,1,"[{'value': 1, 'curv': ['Creatures\\Weapon\\Weapon_TurretBubble_RangedDMG.json', ""{'curve': [{'x': 1, 'y': 1}, {'x': 7, 'y': 2}, {'x': 16, 'y': 4}, {'x': 28, 'y': 6}, {'x': 40, 'y': 8}, {'x': 50, 'y': 10}, {'x': 60, 'y': 14}]}""], 'type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'id': '00505acb'}]","{'mult': 2.0, 'charge': 1.0, 'spell': {'id': '000731b2', 'name': 'CritLaser', 'full': '', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '000731b3', 'name': 'CritLaserEffect', 'full': 'Critical Laser Hit', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}",,,Range
001bbf9e,crTurretMountedLaserGun6shot,00000000,0.0,0.25,0.25,1,"{'id': '000c1897', 'name': 'FusionCell', 'full': 'Fusion Cell', 'ammo_type': 'Energy', 'value': 3, 'weight': 0.004999999888241291, 'projectile': {'id': '0009c663', 'name': 'ProjectileLaserRifleBeamRed', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.10000000149011612}, 'damage': 0.0, 'health': 0}",6.0,1.0,0.7,0,25.0,2.66667,20.0,Turret Laser Gun,Automatic / Ranged / Energy / Laser,[],RightHand,,1,"[{'value': 1, 'curv': ['Creatures\\Weapon\\Weapon_TurretBubble_RangedDMG.json', ""{'curve': [{'x': 1, 'y': 1}, {'x': 7, 'y': 2}, {'x': 16, 'y': 4}, {'x': 28, 'y': 6}, {'x': 40, 'y': 8}, {'x': 50, 'y': 10}, {'x': 60, 'y': 14}]}""], 'type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'id': '00505acb'}]","{'mult': 2.0, 'charge': 1.0, 'spell': {'id': '000731b2', 'name': 'CritLaser', 'full': '', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '000731b3', 'name': 'CritLaserEffect', 'full': 'Critical Laser Hit', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}",,,Range
001262f3,crTurretMountedLaserGunLtBlue,00000000,0.0,0.25,0.25,1,"{'id': '001262f2', 'name': 'FusionCellLtBlue', 'full': 'Fusion Cell', 'value': 2, 'weight': 0.0, 'projectile': {'id': '0012602c', 'name': 'ProjectileLaserRifleBeamLtBlue', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.10000000149011612}, 'damage': 0.0, 'health': 0}",1.0,2.0,0.7,0,25.0,2.66667,20.0,Turret Laser Gun,Automatic / Ranged / Energy / Laser,[],RightHand,,1,"[{'value': 1, 'curv': ['Creatures\\Weapon\\Weapon_TurretBubble_RangedDMG.json', ""{'curve': [{'x': 1, 'y': 1}, {'x': 7, 'y': 2}, {'x': 16, 'y': 4}, {'x': 28, 'y': 6}, {'x': 40, 'y': 8}, {'x': 50, 'y': 10}, {'x': 60, 'y': 14}]}""], 'type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'id': '00505acb'}]","{'mult': 2.0, 'charge': 1.0, 'spell': {'id': '001e4506', 'name': 'CritLaserLtBlue', 'full': '', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '001e4505', 'name': 'CritLaserLtBlueEffect', 'full': 'Critical Blue Laser Hit', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}",,,Range
0022b194,crTurretMountedSpotlight01,00000000,0.0,0.25,0.25,1,"{'id': '0022bc47', 'name': 'Spotlight', 'full': '', 'value': 3, 'weight': 0.0, 'projectile': '00000000', 'damage': 0.0, 'health': 0}",1.0,999.0,0.7,0,25.0,0.16667,20.0,Turret Spotlight,Automatic,[],RightHand,,1,"[{'value': 1, 'curv': '00000000', 'type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'id': '00000000'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,,Range
000bb6c0,crTurretTripodMachineGunMkI,"{'id': '001b5ee2', 'name': 'ProjectileTurret', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': {'id': '000e19ef', 'name': 'crExplosionRobotMod', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 20.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",0.0,0.25,0.25,1,"{'id': '0001f278', 'name': '556', 'full': '5.56 Round', 'ammo_type': 'Ballistic', 'value': 2, 'weight': 0.004999999888241291, 'projectile': {'id': '0000481f', 'name': 'ProjectileAssaultRifle', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,0.0,0.5,0,25.0,2.66667,20.0,Turret Machine Gun,Automatic / Ranged,[],RightHand,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_Turret_RangedDMG.json', ""{'curve': [{'x': 1, 'y': 4}, {'x': 6, 'y': 12}, {'x': 16, 'y': 25}, {'x': 28, 'y': 35}, {'x': 40, 'y': 45}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '00505aca'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,,Range
001b5ed8,crTurretTripodMachineGunMkIII,"{'id': '001b5ee2', 'name': 'ProjectileTurret', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': {'id': '000e19ef', 'name': 'crExplosionRobotMod', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 20.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",0.0,0.25,0.25,1,"{'id': '0001f278', 'name': '556', 'full': '5.56 Round', 'ammo_type': 'Ballistic', 'value': 2, 'weight': 0.004999999888241291, 'projectile': {'id': '0000481f', 'name': 'ProjectileAssaultRifle', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,0.0,0.5,0,25.0,2.66667,20.0,Turret Machine Gun High Power,Automatic / Ranged,[],RightHand,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_Turret_RangedDMG.json', ""{'curve': [{'x': 1, 'y': 4}, {'x': 6, 'y': 12}, {'x': 16, 'y': 25}, {'x': 28, 'y': 35}, {'x': 40, 'y': 45}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '00505aca'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,,Range
001b5eda,crTurretTripodMachineGunMkV,"{'id': '001b5ed9', 'name': 'ProjectileTurretIncendiary', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': {'id': '000e19ef', 'name': 'crExplosionRobotMod', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 20.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",0.0,0.25,0.25,1,"{'id': '0001f278', 'name': '556', 'full': '5.56 Round', 'ammo_type': 'Ballistic', 'value': 2, 'weight': 0.004999999888241291, 'projectile': {'id': '0000481f', 'name': 'ProjectileAssaultRifle', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,0.0,0.5,0,25.0,2.66667,20.0,Turret Machine Gun Incendiary,Automatic / Ranged,[],RightHand,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_Turret_RangedDMG.json', ""{'curve': [{'x': 1, 'y': 4}, {'x': 6, 'y': 12}, {'x': 16, 'y': 25}, {'x': 28, 'y': 35}, {'x': 40, 'y': 45}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '00505aca'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}","{'id': '0003f488', 'name': 'dtFireEnchFlameChanceAlways', 'full': 'Fire Damage', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '00084a4f', 'name': 'dtFireFlameEffectChanceAlways', 'full': 'Damage Type Fire', 'keywords': ['DamageTypeFire'], 'd_type': {'id': '00060a82', 'name': 'dtFire', 'full': 'Fire Damage'}, 'resist': {'id': '000002e5', 'name': 'FireResist', 'full': 'Fire Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 5.0, 'area': 0, 'duration': 3, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",,Range
001b5edd,crTurretTripodMachineGunMkVII,"{'id': '001b5edb', 'name': 'ProjectileTurretExplosive', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': {'id': '001b5edc', 'name': 'ExplosionExplosiveProjectile', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 100.0, 'damage': 25.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",0.0,0.25,0.25,1,"{'id': '0001f278', 'name': '556', 'full': '5.56 Round', 'ammo_type': 'Ballistic', 'value': 2, 'weight': 0.004999999888241291, 'projectile': {'id': '0000481f', 'name': 'ProjectileAssaultRifle', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,0.0,0.5,0,25.0,2.66667,20.0,Turret Machine Gun Explosive,Automatic / Ranged,[],RightHand,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_Tick_UnarmedDMG.json', ""{'curve': [{'x': 1, 'y': 4}, {'x': 8, 'y': 4}, {'x': 16, 'y': 8}, {'x': 26, 'y': 20}, {'x': 35, 'y': 20}, {'x': 100, 'y': 60}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '00505a9c'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,,Range
00663de3,crUltraciteAbominationBelch,00000000,0.0,0.25,0.25,1,"{'id': '00664af8', 'name': 'UltraciteAbominationBelch', 'full': 'Belch', 'value': 0, 'weight': 0.0, 'projectile': {'id': '00664b05', 'name': 'crProjectileUltraciteAbominationBelch', 'full': '', 'destructible': '', 'gravity': 0.10000000149011612, 'speed': 2000.0, 'range': 10000.0, 'expl': {'id': '00664af9', 'name': 'crExplosionUltraciteAbominationBelch', 'enchantment': {'id': '00115315', 'name': 'crEnchMirelurkQueenSpit', 'full': '', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '00126284', 'name': 'MirelurkQueenPoisonEffectPlayer', 'full': 'MirelurkQueen Poison', 'keywords': ['DamageTypePoison'], 'd_type': {'id': '00060a84', 'name': 'dtPoison', 'full': 'Poison Damage'}, 'resist': {'id': '000002e4', 'name': 'PoisonResist', 'full': 'Poison Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 5.0, 'area': 0, 'duration': 4, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}, 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 0.0, 'damage': 60.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.009999999776482582}, 'damage': 0.0, 'health': 0}",1.0,10.0,0.0,0,3.0,5.03333,20.0,,Ranged,[],AltAttackSlot1,,1,"[{'value': 0, 'curv': ['Creatures\\Weapon\\Weapon_WendigoColossus_ScreamDMG.json', ""{'curve': [{'x': 90, 'y': 125}, {'x': 110, 'y': 175}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '005582fe'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,,Range
