"Id","Name","Full Name","Effects"
"00479b35","zzz_Babylon_GoatLegs02","Goat Legs","[{'e_type': 'Function', 'entry': 'FallingDamage', 'op': 'MulValue', 'v_type': 1, 'value': 0.0}]"
"00479b47","zzz_Babylon_MovingTarget03","Moving Target","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '0046c7f4', 'name': 'zzz_AbPerkMovingTarget3_Babylon', 'full': 'Moving Target', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '0004a0ac', 'name': 'AbPerkFortifyResistDamage', 'full': 'Fortify Damage Resist', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 45.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '000559a4', 'name': 'AbPerkFortifyResistEnergy', 'full': 'Fortify Energy Resist', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 45.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b50","zzz_Babylon_RadSponge03","Rad Sponge","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '00479b79', 'name': 'zzz_AbPerkRadSponge_Babylon', 'full': 'Rad Sponge', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '003808b2', 'name': 'AbPerkRadSponge_ScriptEffect', 'full': 'Rad Sponge Script', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 75.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b49","zzz_Babylon_OrdnanceExpress03","","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '00479b76', 'name': 'zzz_AbPerkOrdnanceExpress_Babylon', 'full': 'Ordnance Express', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '0052bda6', 'name': 'zzz_AbReduceWeightExplosives', 'full': 'Effect', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0052bd9c', 'name': 'zzz_STAT_WeightReductionExplosives', 'full': 'Explosives Weight Reduction'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 95.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b1e","zzz_Babylon_Adrenaline05","Adrenaline","[{'e_type': 'Function', 'entry': 'ApplyOnKillSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '004f9a39', 'name': 'PerkAdrenalineOnKillSpell', 'full': 'Adrenaline', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '00397cbc', 'name': 'PerkAdrenaline_ScriptEffect', 'full': 'Adrenaline Script', 'keywords': [], 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}, {'e_type': 'Function', 'entry': 'SpellMagnitude', 'op': 'MultiplyActorValueMultiply?', 'v_type': 8, 'value': {'value': 10.0, 'actor1': {'id': '00397cc0', 'name': 'PerkAdrenalineKills', 'full': ''}, 'actor2': ''}}]"
"00479b4b","zzz_Babylon_PackinLight03","Packin' Light","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '00479b77', 'name': 'zzz_AbPerkPackinLight_Babylon', 'full': 'Packin Light', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '0052bdab', 'name': 'zzz_AbReduceWeightPistols', 'full': 'Effect', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0052bd92', 'name': 'zzz_STAT_WeightReductionPistols', 'full': 'Pistol Weight Reduction'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 75.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b20","zzz_Babylon_Aquagirl01","Aquagirl","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '000e36fb', 'name': 'AbPerkAquaboy', 'full': 'Aquaboy', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '000e36fa', 'name': 'AbWaterbreathing', 'full': 'Waterbreathing', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002f6', 'name': 'WaterBreathing', 'full': 'Water Breathing'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 1.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '0004c47d', 'name': 'AbPerkFortifyResistRadiationExpose', 'full': 'Fortify Radiation Resist', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002ea', 'name': 'RadResistExposure', 'full': 'Radiation Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 100.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b32","zzz_Babylon_FirstAid03","First Aid","[{'e_type': 'Function', 'entry': 'SpellMagnitude', 'op': 'MulValue', 'v_type': 1, 'value': 1.4500000476837158}, {'e_type': 'Function', 'entry': 'SpellMagnitude', 'op': 'MulValue', 'v_type': 1, 'value': 1.4500000476837158}]"
"00479b30","zzz_Babylon_FieldSurgeon01","Field Surgeon","[{'e_type': 'Function', 'entry': 'SpellMagnitude', 'op': 'MulValue', 'v_type': 1, 'value': 1.6699999570846558}, {'e_type': 'Function', 'entry': 'SpellDuration', 'op': 'MulValue', 'v_type': 1, 'value': 0.6000000238418579}, {'e_type': 'Function', 'entry': 'SpellMagnitude', 'op': 'MulValue', 'v_type': 1, 'value': 1.6699999570846558}, {'e_type': 'Function', 'entry': 'SpellDuration', 'op': 'MulValue', 'v_type': 1, 'value': 0.6000000238418579}]"
"00479b34","zzz_Babylon_GladiatorMaster03","Master Gladiator","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '00479b6b', 'name': 'zzz_AbPerkGladiatorMaster_Babylon', 'full': '1H Melee Damage', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '003440af', 'name': 'AbPerkFortifyDmgMelee1H', 'full': 'Fortify 1H Melee Damage', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '003440a6', 'name': 'STAT_DmgMelee1H', 'full': '1H Melee Damage'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 60.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b51","zzz_Babylon_Refractor04","Refractor","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '00479b7a', 'name': 'zzz_AbPerkRefractor_Babylon', 'full': 'Refractor', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '000559a4', 'name': 'AbPerkFortifyResistEnergy', 'full': 'Fortify Energy Resist', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 80.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b28","zzz_Babylon_ClassFreak03","Class Freak","[{'e_type': 'Function', 'entry': 'SpellMagnitude', 'op': 'MulValue', 'v_type': 1, 'value': 0.25}]"
"00479b23","zzz_Babylon_Blocker03","Blocker","[{'e_type': 'Function', 'entry': 'WeaponDamage?', 'op': 'MulValue', 'v_type': 1, 'value': 0.550000011920929}]"
"00479b54","zzz_Babylon_Scrounger03","Scrounger","[]"
"00479b1f","zzz_Babylon_Aquaboy01","Aquaboy","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '000e36fb', 'name': 'AbPerkAquaboy', 'full': 'Aquaboy', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '000e36fa', 'name': 'AbWaterbreathing', 'full': 'Waterbreathing', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002f6', 'name': 'WaterBreathing', 'full': 'Water Breathing'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 1.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '0004c47d', 'name': 'AbPerkFortifyResistRadiationExpose', 'full': 'Fortify Radiation Resist', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002ea', 'name': 'RadResistExposure', 'full': 'Radiation Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 100.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b53","zzz_Babylon_Scattershot03","Scattershot","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '00479b7c', 'name': 'zzz_AbPerkScattershot_Babylon', 'full': 'Scattershot', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '0052bdac', 'name': 'zzz_AbReduceWeightShotguns', 'full': 'Effect', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0052bd9d', 'name': 'zzz_STAT_WeightReductionShotguns', 'full': 'Shotgun Weight Reduction'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 90.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '00127560', 'name': 'AbPerkFortifyReloadSpeedMult', 'full': 'Fortify Reload Speed Mult', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d3', 'name': 'WeapReloadSpeedMult', 'full': ''}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.30000001192092896, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b58","zzz_Babylon_SpiritualHealer03","Spiritual Healer","[{'e_type': 'Function', 'entry': 'ApplyWeaponSwingSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '003896e9', 'name': 'PerkSpiritualHealer', 'full': 'Spiritual Healer', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '0032015d', 'mag_effects': [{'m_effect': {'id': '00023735', 'name': 'RestoreHealthGeneric', 'full': 'Restore Health', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 6.0, 'area': 0, 'duration': 5, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '00023735', 'name': 'RestoreHealthGeneric', 'full': 'Restore Health', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 8.0, 'area': 0, 'duration': 7, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '00023735', 'name': 'RestoreHealthGeneric', 'full': 'Restore Health', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b2e","zzz_Babylon_EMT03","E.M.T.","[{'e_type': 'Function', 'entry': 'ApplyWeaponSwingSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '0018731e', 'name': 'AbPerkEMTHealthRegen03', 'full': 'E.M.T. Heal', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '0051de71', 'name': 'AbPerkEMTHealthRegenEffect', 'full': 'EMT Health Regen', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002d7', 'name': 'HealRate', 'full': 'Heal Rate'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 1.0, 'area': 0, 'duration': 60, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b2d","zzz_Babylon_DemolitionExpert05","Demolition Expert","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '00479b6a', 'name': 'zzz_AbPerkDemolitionExpert_Babylon', 'full': 'Explosive Damage', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '003440b2', 'name': 'AbPerkFortifyDmgExplosives', 'full': 'Fortify Explosive Damage', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0018ad9d', 'name': 'STAT_DmgExplosive', 'full': 'Explosive Damage'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 40.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b39","zzz_Babylon_GunRunner02","Gun Runner","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '00479b6e', 'name': 'zzz_AbPerkGunRunner_Babylon', 'full': 'Gun Runner', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '003bae7f', 'name': 'AbPerkFortifyMoveSpeedEffect', 'full': 'Perk Move Speed', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002da', 'name': 'SpeedMult', 'full': ''}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 20.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b5c","zzz_Babylon_Suppressor03","Suppressor","[{'e_type': 'Function', 'entry': 'ApplyHitSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '00479b84', 'name': 'zzz_PerkTargetDebuffSpell_Babylon', 'full': 'Perk Debuffs', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '003e21f7', 'name': 'PerkTenderizerDebuffEffect', 'full': 'Increase Damage Taken', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0043e170', 'name': 'PerkTenderizerCurrentDebuff', 'full': ''}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '003e21f6'}, 'magnitude': 20.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '003de596', 'name': 'PerkSuppressorTargetEffect', 'full': 'Reduce Damage Output', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0043a391', 'name': 'PerkSuppressorCurrentDebuff', 'full': ''}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '003de597'}, 'magnitude': 30.0, 'area': 0, 'duration': 2, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b3b","zzz_Babylon_HealingHands01","Healing Hands","[{'e_type': 'Function', 'entry': 'ApplyWeaponSwingSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '003896ef', 'name': 'PerkHealingHandsSpell', 'full': 'Healing Hands', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '003896ed', 'mag_effects': [{'m_effect': {'id': '003b03e0', 'name': 'PerkHealingHandsEffect', 'full': 'Remove Radiation', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002e1', 'name': 'Rads', 'full': 'Rads'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 1000.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b5d","zzz_Babylon_TankKiller03","Tank Killer","[{'e_type': 'Function', 'entry': 'TargetDamageResistance', 'op': 'MulValue', 'v_type': 1, 'value': 0.6000000238418579}]"
"00479b5b","zzz_Babylon_SturdyFrame02","Sturdy Frame","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '00479b7f', 'name': 'zzz_AbPerkSturdyFrame_Babylon', 'full': 'Sturdy Frame', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '0052bd9f', 'name': 'zzz_AbReduceWeightArmor', 'full': 'Effect', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0052bd97', 'name': 'zzz_STAT_WeightReductionArmor', 'full': 'Armor Weight Reduction'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b3c","zzz_Babylon_HeavyGunnerMaster03","Master Heavy Gunner","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '00479b70', 'name': 'zzz_AbPerkHeavyGunnerMaster_Babylon', 'full': 'Master Heavy Gun Damage', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '0031be49', 'name': 'AbPerkFortifyDmgHeavyGuns', 'full': 'Fortify Heavy Gun Damage', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0023a0ea', 'name': 'STAT_DmgHeavyGuns', 'full': 'Heavy Gun Damage'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 30.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b60","zzz_Babylon_ThruHiker03","Thru-hiker","[]"
"00479b3d","zzz_Babylon_Incisor03","Incisor","[{'e_type': 'Function', 'entry': 'TargetDamageResistance', 'op': 'MulValue', 'v_type': 1, 'value': 0.4000000059604645}]"
"00479b57","zzz_Babylon_Sniper03","Sniper","[{'e_type': 'Function', 'entry': 'ActorScopeStability', 'op': 'MulValue', 'v_type': 1, 'value': 1.0199999809265137}, {'e_type': 'Function', 'entry': 'ModScopeHoldBreathApDrainMult', 'op': 'SetValue', 'v_type': 1, 'value': 0.5699999928474426}]"
"00479b3e","zzz_Babylon_Ironclad05","Ironclad","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '00479b71', 'name': 'zzz_AbPerkIronclad_Babylon', 'full': 'Ironclad', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '000559a4', 'name': 'AbPerkFortifyResistEnergy', 'full': 'Fortify Energy Resist', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '0004a0ac', 'name': 'AbPerkFortifyResistDamage', 'full': 'Fortify Damage Resist', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b4c","zzz_Babylon_Pharmacist03","Pharmacist","[{'e_type': 'Function', 'entry': 'SpellMagnitude', 'op': 'MulValue', 'v_type': 1, 'value': 2.0}]"
"00479b38","zzz_Babylon_GuerrillaMaster03","Master Guerrilla","[{'e_type': 'Ability', 'v_type': 0, 'spell': {'id': '00479b6d', 'name': 'zzz_AbPerkGuerrillaMaster_Babylon', 'full': 'Master Guerrilla', 'type': 'Ability', 'time': 0.0, 'e_type': 'Constant', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '0031be47', 'name': 'AbPerkFortifyDmgPistolsAuto', 'full': 'Fortify Auto Pistol Damage', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '002c99e1', 'name': 'STAT_DmgPistolsAuto', 'full': 'Automatic Pistol Damage'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 30.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
"00479b5f","zzz_Babylon_Tenderizer03","Tenderizer","[{'e_type': 'Function', 'entry': 'ApplyHitSpell', 'op': 'SetSpell', 'v_type': 5, 'value': {'id': '00479b84', 'name': 'zzz_PerkTargetDebuffSpell_Babylon', 'full': 'Perk Debuffs', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '003e21f7', 'name': 'PerkTenderizerDebuffEffect', 'full': 'Increase Damage Taken', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0043e170', 'name': 'PerkTenderizerCurrentDebuff', 'full': ''}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '003e21f6'}, 'magnitude': 20.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}, {'m_effect': {'id': '003de596', 'name': 'PerkSuppressorTargetEffect', 'full': 'Reduce Damage Output', 'keywords': [], 'resist': '00000000', 'actor_value1': {'id': '0043a391', 'name': 'PerkSuppressorCurrentDebuff', 'full': ''}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '003de597'}, 'magnitude': 30.0, 'area': 0, 'duration': 2, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ''}]}}]"
